InputID,TargetID,Distância km
31,26,9856
31,27,9950
31,28,10509
31,29,9500
31,30,1088
31,32,1830
31,33,1294
31,34,1887
31,35,1383
31,36,1457
31,37,448
31,38,484
31,39,1917
31,40,751
31,41,2551
31,42,2954
31,43,1239
31,44,1628
31,45,2143
31,46,2782
31,47,2317
31,48,2536
31,49,1643
31,50,1367
31,51,2532
31,52,960
31,53,2053
31,54,1947
31,55,2350
31,56,1486
31,57,1222
31,58,1706
31,59,785
31,60,2486
31,61,1744
31,62,1683
31,63,1453
31,64,1485
31,65,2007
31,66,965
31,67,2028
32,1,10615
32,2,8523
32,3,9170
32,4,8322
32,5,8578
32,6,8331
32,7,3430
32,8,8019
32,9,6963
32,10,7552
32,11,7747
32,12,9417
32,13,8275
32,14,5272
32,15,10248
32,16,11057
32,17,8635
32,18,8624
32,19,8492
32,20,7881
32,21,9136
32,22,8816
32,23,7172
32,24,9413
32,25,8122
32,26,8093
32,27,8506
32,28,8773
32,29,7827
32,30,899
32,31,1830
32,33,1083
32,34,1328
32,35,1152
32,36,522
32,37,1474
32,38,1463
32,39,540
32,40,1105
32,41,722
32,42,1380
32,43,1034
32,44,855
32,45,818
32,46,1154
32,47,1027
32,48,926
32,49,2755
32,50,2546
32,51,1883
32,52,1074
32,53,398
32,54,565
32,55,1198
32,56,1873
32,57,1736
32,58,550
32,59,1150
32,60,1069
32,61,518
32,62,813
32,63,2274
32,64,1873
32,65,841
32,66,2011
32,67,942
33,1,10627
33,2,8585
33,3,9216
33,4,8357
33,5,8432
33,6,8292
33,7,3791
33,8,8095
33,9,7002
33,10,7484
33,11,7688
33,12,9677
33,13,8559
33,14,5979
33,15,10901
33,16,11623
33,17,8406
33,18,8406
33,19,8347
33,20,8369
33,21,9777
33,22,9454
33,23,8110
33,24,10036
33,25,8677
33,26,8648
33,27,8656
33,28,9275
33,29,8237
33,30,1144
33,31,1294
33,32,1083
33,34,2049
33,35,1630
33,36,1143
33,37,1208
33,38,1230
33,39,1517
33,40,962
33,41,1659
33,42,2462
33,43,1429
33,44,386
33,45,1818
33,46,1610
33,47,1067
33,48,2008
33,49,2773
33,50,2508
33,51,2718
33,52,1218
33,53,1051
33,54,832
33,55,2173
33,56,2194
33,57,1955
33,58,1392
33,59,1115
33,60,2120
33,61,1395
33,62,1572
33,63,2417
33,64,2193
33,65,773
33,66,1008
33,67,766
34,1,9414
34,2,7320
34,3,7967
34,4,7136
34,5,7509
34,6,7191
34,7,4539
34,8,9190
34,9,8169
34,10,8799
34,11,8988
34,12,10438
34,13,9299
34,14,5946
34,15,10828
34,16,11726
34,17,9929
34,18,9916
34,19,9761
34,20,8726
34,21,9765
34,22,9460
34,23,7344
34,24,10057
34,25,8887
34,26,8859
34,27,9625
34,28,9579
34,29,8753
34,30,958
34,31,1887
34,32,1328
34,33,2049
34,35,511
34,36,936
34,37,1446
34,38,1407
34,39,838
34,40,1297
34,41,1721
34,42,1387
34,43,693
34,44,2024
34,45,734
34,46,2403
34,47,2355
34,48,1167
34,49,1844
34,50,1742
34,51,687
34,52,988
34,53,1720
34,54,1880
34,55,626
34,56,849
34,57,913
34,58,780
34,59,1173
34,60,926
34,61,810
34,62,522
34,63,1332
34,64,849
34,65,2143
34,66,2601
34,67,2237
35,1,9464
35,2,7371
35,3,8018
35,4,7171
35,5,7456
35,6,7189
35,7,4548
35,8,9165
35,9,8114
35,10,8704
35,11,8899
35,12,10518
35,13,9374
35,14,6171
35,15,11111
35,16,11979
35,17,9772
35,18,9763
35,19,9641
35,20,8893
35,21,10026
35,22,9714
35,23,7734
35,24,10313
35,25,9090
35,26,9061
35,27,9640
35,28,9766
35,29,8880
35,30,490
35,31,1383
35,32,1152
35,33,1630
35,34,511
35,36,647
35,37,938
35,38,900
35,39,832
35,40,797
35,41,1729
35,42,1705
35,43,204
35,44,1676
35,45,912
35,46,2303
35,47,2127
35,48,1371
35,49,1656
35,50,1487
35,51,1188
35,52,483
35,53,1545
35,54,1639
35,55,1004
35,56,722
35,57,623
35,58,658
35,59,665
35,60,1217
35,61,706
35,62,450
35,63,1150
35,64,721
35,65,1872
35,66,2098
35,67,1954
36,1,10098
36,2,8007
36,3,8653
36,4,7804
36,5,8056
36,6,7810
36,7,3951
36,8,8540
36,9,7482
36,10,8063
36,11,8258
36,12,9936
36,13,8793
36,14,5726
36,15,10699
36,16,11528
36,17,9125
36,18,9117
36,19,8995
36,20,8377
36,21,9594
36,22,9276
36,23,7500
36,24,9874
36,25,8604
36,26,8575
36,27,9029
36,28,9264
36,29,8335
36,30,407
36,31,1457
36,32,522
36,33,1143
36,34,936
36,35,647
36,37,1047
36,38,1027
36,39,471
36,40,707
36,41,1185
36,42,1518
36,43,512
36,44,1088
36,45,742
36,46,1675
36,47,1482
36,48,1084
36,49,2234
36,50,2029
36,51,1582
36,52,581
36,53,904
36,54,994
36,55,1054
36,56,1360
36,57,1214
36,58,278
36,59,699
36,60,1081
36,61,303
36,62,432
36,63,1752
36,64,1360
36,65,1236
36,66,1873
36,67,1323
37,1,9436
37,2,7382
37,3,8016
37,4,7157
37,5,7276
37,6,7106
37,7,4812
37,8,9262
37,9,8176
37,10,8681
37,11,8884
37,12,10781
37,13,9647
37,14,6745
37,15,11722
37,16,12528
37,17,9614
37,18,9614
37,19,9553
37,20,9332
37,21,10610
37,22,10290
37,23,8538
37,24,10887
37,25,9588
37,26,9558
37,27,9801
37,28,10229
37,29,9253
37,30,657
37,31,448
37,32,1474
37,33,1208
37,34,1446
37,35,938
37,36,1047
37,38,41
37,39,1493
37,40,371
37,41,2192
37,42,2519
37,43,791
37,44,1466
37,45,1704
37,46,2516
37,47,2120
37,48,2111
37,49,1566
37,50,1300
37,51,2103
37,52,515
37,53,1752
37,54,1695
37,55,1902
37,56,1149
37,57,881
37,58,1279
37,59,351
37,60,2045
37,61,1320
37,62,1238
37,63,1245
37,64,1148
37,65,1811
37,66,1249
37,67,1853
38,1,9421
38,2,7365
38,3,7999
38,4,7141
38,5,7266
38,6,7092
38,7,4813
38,8,9273
38,9,8188
38,10,8697
38,11,8900
38,12,10785
38,13,9651
38,14,6733
38,15,11710
38,16,12519
38,17,9636
38,18,9636
38,19,9572
38,20,9327
38,21,10599
38,22,10279
38,23,8513
38,24,10876
38,25,9581
38,26,9551
38,27,9810
38,28,10224
38,29,9252
38,30,632
38,31,484
38,32,1463
38,33,1230
38,34,1407
38,35,900
38,36,1027
38,37,41
38,39,1468
38,40,366
38,41,2180
38,42,2490
38,43,756
38,44,1479
38,45,1675
38,46,2516
38,47,2127
38,48,2086
38,49,1543
38,50,1280
38,51,2063
38,52,485
38,53,1748
38,54,1697
38,55,1868
38,56,1110
38,57,842
38,58,1254
38,59,329
38,60,2015
38,61,1295
38,62,1207
38,63,1214
38,64,1109
38,65,1820
38,66,1290
38,67,1864
39,1,10230
39,2,8135
39,3,8783
39,4,7944
39,5,8270
39,6,7982
39,7,3743
39,8,8383
39,9,7349
39,10,7969
39,11,8159
39,12,9695
39,13,8552
39,14,5355
39,15,10312
39,16,11165
39,17,9091
39,18,9078
39,19,8926
39,20,8062
39,21,9218
39,22,8903
39,23,7045
39,24,9502
39,25,8264
39,26,8235
39,27,8838
39,28,8937
39,29,8049
39,30,836
39,31,1917
39,32,540
39,33,1517
39,34,838
39,35,832
39,36,471
39,37,1493
39,38,1468
39,40,1171
39,41,912
39,42,1047
39,43,807
39,44,1362
39,45,302
39,46,1566
39,47,1552
39,48,619
39,49,2486
39,50,2317
39,51,1345
39,52,992
39,53,905
39,54,1104
39,55,670
39,56,1526
39,57,1455
39,58,214
39,59,1141
39,60,620
39,61,174
39,62,390
39,63,1978
39,64,1525
39,65,1381
39,66,2329
39,67,1482
40,1,9751
40,2,7685
40,3,8323
40,4,7465
40,5,7615
40,6,7428
40,7,4450
40,8,8930
40,9,7849
40,10,8373
40,11,8575
40,12,10426
40,13,9290
40,14,6377
40,15,11353
40,16,12157
40,17,9342
40,18,9339
40,19,9262
40,20,8962
40,21,10240
40,22,9920
40,23,8206
40,24,10516
40,25,9217
40,26,9187
40,27,9460
40,28,9859
40,29,8887
40,30,367
40,31,751
40,32,1105
40,33,962
40,34,1297
40,35,797
40,36,707
40,37,371
40,38,366
40,39,1171
40,41,1825
40,42,2214
40,43,604
40,44,1155
40,45,1411
40,46,2151
40,47,1779
40,48,1789
40,49,1849
40,50,1597
40,51,1982
40,52,315
40,53,1382
40,54,1337
40,55,1657
40,56,1242
40,57,996
40,58,962
40,59,158
40,60,1756
40,61,998
40,62,976
40,63,1460
40,64,1241
40,65,1475
40,66,1304
40,67,1526
41,1,11133
41,2,9039
41,3,9686
41,4,8851
41,5,9180
41,6,8893
41,7,2832
41,8,7475
41,9,6448
41,10,7083
41,11,7270
41,12,8789
41,13,7645
41,14,4553
41,15,9530
41,16,10347
41,17,8238
41,18,8222
41,19,8052
41,20,7193
41,21,8420
41,22,8101
41,23,6481
41,24,8698
41,25,7419
41,26,7390
41,27,7926
41,28,8079
41,29,7160
41,30,1589
41,31,2551
41,32,722
41,33,1659
41,34,1721
41,35,1729
41,36,1185
41,37,2192
41,38,2180
41,39,912
41,40,1825
41,42,1054
41,43,1663
41,44,1323
41,45,1005
41,46,762
41,47,1054
41,48,736
41,49,3382
41,50,3196
41,51,2082
41,52,1765
41,53,611
41,54,863
41,55,1315
41,56,2436
41,57,2348
41,58,1071
41,59,1860
41,60,1025
41,61,1023
41,62,1300
41,63,2879
41,64,2435
41,65,1081
41,66,2651
41,67,1173
42,1,10536
42,2,8469
42,3,9108
42,4,8309
42,5,8786
42,6,8413
42,7,3432
42,8,8047
42,9,7090
42,10,7784
42,11,7957
42,12,9149
42,13,8023
42,14,4568
42,15,9443
42,16,10339
42,17,9017
42,18,8995
42,19,8778
42,20,7372
42,21,8378
42,22,8073
42,23,6037
42,24,8670
42,25,7513
42,26,7485
42,27,8419
42,28,8211
42,29,7427
42,30,1866
42,31,2954
42,32,1380
42,33,2462
42,34,1387
42,35,1705
42,36,1518
42,37,2519
42,38,2490
42,39,1047
42,40,2214
42,41,1054
42,43,1765
42,44,2211
42,45,816
42,46,1782
42,47,2097
42,48,456
42,49,3231
42,50,3124
42,51,1372
42,52,2006
42,53,1541
42,54,1808
42,55,763
42,56,2236
42,57,2271
42,58,1252
42,59,2171
42,60,488
42,61,1218
42,62,1295
42,63,2719
42,64,2236
42,65,2069
42,66,3353
42,67,2169
43,1,9587
43,2,7497
43,3,8143
43,4,7293
43,5,7547
43,6,7298
43,7,4458
43,8,9052
43,9,7993
43,10,8570
43,11,8766
43,12,10439
43,13,9296
43,14,6161
43,15,11118
43,16,11971
43,17,9618
43,18,9611
43,19,9497
43,20,8851
43,21,10024
43,22,9709
43,23,7802
43,24,10309
43,25,9064
43,26,9035
43,27,9540
43,28,9732
43,29,8823
43,30,286
43,31,1239
43,32,1034
43,33,1429
43,34,693
43,35,204
43,36,512
43,37,791
43,38,756
43,39,807
43,40,604
43,41,1663
43,42,1765
43,44,1489
43,45,952
43,46,2187
43,47,1970
43,48,1394
43,49,1727
43,50,1533
43,51,1378
43,52,297
43,53,1414
43,54,1484
43,55,1113
43,56,857
43,57,702
43,58,605
43,59,484
43,60,1281
43,61,653
43,62,471
43,63,1240
43,64,857
43,65,1704
43,66,1908
43,67,1783
44,1,10900
44,2,8839
44,3,9475
44,4,8617
44,5,8736
44,6,8571
44,7,3426
44,8,7797
44,9,6710
44,10,7221
44,11,7423
44,12,9345
44,13,8220
44,14,5592
44,15,10519
44,16,11248
44,17,8192
44,18,8188
44,19,8107
44,20,8000
44,21,9395
44,22,9071
44,23,7738
44,24,9655
44,25,8301
44,26,8271
44,27,8343
44,28,8905
44,29,7877
44,30,1225
44,31,1628
44,32,855
44,33,386
44,34,2024
44,35,1676
44,36,1088
44,37,1466
44,38,1479
44,39,1362
44,40,1155
44,41,1323
44,42,2211
44,43,1489
44,45,1658
44,46,1224
44,47,694
44,48,1766
44,49,3003
44,50,2749
44,51,2657
44,52,1344
44,53,714
44,54,467
44,55,2032
44,56,2318
44,57,2104
44,58,1288
44,59,1290
44,60,1923
44,61,1278
44,62,1512
44,63,2603
44,64,2317
44,65,391
44,66,1386
44,67,400
45,1,10141
45,2,8048
45,3,8695
45,4,7866
45,5,8241
45,6,7924
45,7,3807
45,8,8460
45,9,7445
45,10,8087
45,11,8273
45,12,9709
45,13,8569
45,14,5271
45,15,10201
45,16,11074
45,17,9242
45,18,9226
45,19,9057
45,20,8022
45,21,9119
45,22,8808
45,23,6851
45,24,9407
45,25,8201
45,26,8172
45,27,8891
45,28,8885
45,29,8034
45,30,1055
45,31,2143
45,32,818
45,33,1818
45,34,734
45,35,912
45,36,742
45,37,1704
45,38,1675
45,39,302
45,40,1411
45,41,1005
45,42,816
45,43,952
45,44,1658
45,46,1729
45,47,1796
45,48,462
45,49,2521
45,50,2381
45,51,1110
45,52,1190
45,53,1149
45,54,1371
45,55,381
45,56,1531
45,57,1514
45,58,464
45,59,1358
45,60,345
45,61,442
45,62,481
45,63,2006
45,64,1531
45,65,1651
45,66,2614
45,67,1753
46,1,11767
46,2,9673
46,3,10320
46,4,9474
46,5,9725
46,6,9485
46,7,2300
46,8,6865
46,9,5811
46,10,6411
46,11,6603
46,12,8286
46,13,7146
46,14,4369
46,15,9304
46,16,10055
46,17,7526
46,18,7512
46,19,7362
46,20,6826
46,21,8181
46,22,7858
46,23,6576
46,24,8445
46,25,7106
46,26,7076
46,27,7356
46,28,7728
46,29,6737
46,30,2028
46,31,2782
46,32,1154
46,33,1610
46,34,2403
46,35,2303
46,36,1675
46,37,2516
46,38,2516
46,39,1566
46,40,2151
46,41,762
46,42,1782
46,43,2187
46,44,1224
46,45,1729
46,47,601
46,48,1499
46,49,3902
46,50,3684
46,51,2829
46,52,2198
46,53,783
46,54,834
46,55,2064
46,56,3025
46,57,2889
46,58,1667
46,59,2237
46,60,1786
46,61,1625
46,62,1925
46,63,3427
46,64,3024
46,65,842
46,66,2598
46,67,877
47,1,11520
47,2,9442
47,3,10084
47,4,9228
47,5,9393
47,6,9203
47,7,2733
47,8,7152
47,9,6073
47,10,6617
47,11,6816
47,12,8666
47,13,7537
47,14,4935
47,15,9837
47,16,10557
47,17,7648
47,18,7640
47,19,7531
47,20,7306
47,21,8713
47,22,8389
47,23,7177
47,24,8971
47,25,7611
47,26,7581
47,27,7683
47,28,8212
47,29,7185
47,30,1752
47,31,2317
47,32,1027
47,33,1067
47,34,2355
47,35,2127
47,36,1482
47,37,2120
47,38,2127
47,39,1552
47,40,1779
47,41,1054
47,42,2097
47,43,1970
47,44,694
47,45,1796
47,46,601
47,48,1718
47,49,3610
47,50,3369
47,51,2895
47,52,1902
47,53,649
47,54,487
47,55,2170
47,56,2827
47,57,2648
47,58,1575
47,59,1894
47,60,1960
47,61,1545
47,62,1836
47,63,3173
47,64,2827
47,65,311
47,66,2022
47,67,301
48,1,10525
48,2,8438
48,3,9083
48,4,8264
48,5,8671
48,6,8337
48,7,3416
48,8,8068
48,9,7072
48,10,7735
48,11,7916
48,12,9273
48,13,8136
48,14,4809
48,15,9740
48,16,10612
48,17,8924
48,18,8906
48,19,8717
48,20,7566
48,21,8657
48,22,8346
48,23,6427
48,24,8945
48,25,7740
48,26,7712
48,27,8480
48,28,8426
48,29,7586
48,30,1454
48,31,2536
48,32,926
48,33,2008
48,34,1167
48,35,1371
48,36,1084
48,37,2111
48,38,2086
48,39,619
48,40,1789
48,41,736
48,42,456
48,43,1394
48,44,1766
48,45,462
48,46,1499
48,47,1718
48,49,2981
48,50,2843
48,51,1381
48,52,1606
48,53,1121
48,54,1383
48,55,626
48,56,1988
48,57,1976
48,58,832
48,59,1760
48,60,302
48,61,793
48,62,930
48,63,2465
48,64,1988
48,65,1654
48,66,2900
48,67,1756
49,1,7909
49,2,5837
49,3,6477
49,4,5620
49,5,5823
49,6,5596
49,7,6184
49,8,10754
49,9,9682
49,10,10220
49,11,10421
49,12,12166
49,13,11023
49,14,7786
49,15,12665
49,16,13570
49,17,11180
49,18,11179
49,19,11110
49,20,10540
49,21,11609
49,22,11304
49,23,9086
49,24,11900
49,25,10721
49,26,10693
49,27,11258
49,28,11407
49,29,10535
49,30,1877
49,31,1643
49,32,2755
49,33,2773
49,34,1844
49,35,1656
49,36,2234
49,37,1566
49,38,1543
49,39,2486
49,40,1849
49,41,3382
49,42,3231
49,43,1727
49,44,3003
49,45,2521
49,46,3902
49,47,3610
49,48,2981
49,50,277
49,51,2113
49,52,1714
49,53,3121
49,54,3144
49,55,2468
49,56,997
49,57,1033
49,58,2311
49,59,1720
49,60,2766
49,61,2359
49,62,2099
49,63,516
49,64,997
49,65,3314
49,66,2594
49,67,3371
50,1,8154
50,2,6089
50,3,6726
50,4,5868
50,5,6042
50,6,5834
50,7,5976
50,8,10520
50,9,9443
50,10,9970
50,11,10172
50,12,11964
50,13,10821
50,14,7652
50,15,12567
50,16,13453
50,17,10914
50,18,10914
50,19,10851
50,20,10378
50,21,11495
50,22,11186
50,23,9053
50,24,11785
50,25,10576
50,26,10547
50,27,11035
50,28,11253
50,29,10356
50,30,1656
50,31,1367
50,32,2546
50,33,2508
50,34,1742
50,35,1487
50,36,2029
50,37,1300
50,38,1280
50,39,2317
50,40,1597
50,41,3196
50,42,3124
50,43,1533
50,44,2749
50,45,2381
50,46,3684
50,47,3369
50,48,2843
50,49,277
50,51,2097
50,52,1487
50,53,2901
50,54,2910
50,55,2367
50,56,900
50,57,868
50,58,2130
50,59,1476
50,60,2648
50,61,2179
50,62,1936
50,63,439
50,64,900
50,65,3069
50,66,2319
50,67,3123
51,1,9174
51,2,7100
51,3,7741
51,4,6938
51,5,7423
51,6,7042
51,7,4775
51,8,9412
51,9,8437
51,10,9111
51,11,9290
51,12,10511
51,13,9389
51,14,5861
51,15,10605
51,16,11540
51,17,10305
51,18,10287
51,19,10096
51,20,8695
51,21,9586
51,22,9293
51,23,6973
51,24,9881
51,25,8802
51,26,8774
51,27,9791
51,28,9510
51,29,8775
51,30,1645
51,31,2532
51,32,1883
51,33,2718
51,34,687
51,35,1188
51,36,1582
51,37,2103
51,38,2063
51,39,1345
51,40,1982
51,41,2082
51,42,1372
51,43,1378
51,44,2657
51,45,1110
51,46,2829
51,47,2895
51,48,1381
51,49,2113
51,50,2097
51,52,1670
51,53,2247
51,54,2447
51,55,768
51,56,1235
51,57,1414
51,58,1371
51,59,1853
51,60,1080
51,61,1387
51,62,1150
51,63,1658
51,64,1236
51,65,2723
51,66,3285
51,67,2822
52,1,9619
52,2,7539
52,3,8182
52,4,7327
52,5,7529
52,6,7310
52,7,4494
52,8,9040
52,9,7968
52,10,8519
52,11,8718
52,12,10482
52,13,9341
52,14,6307
52,15,11278
52,16,12109
52,17,9527
52,18,9522
52,19,9428
52,20,8952
52,21,10175
52,22,9857
52,23,8033
52,24,10455
52,25,9184
52,26,9155
52,27,9549
52,28,9841
52,29,8901
52,30,176
52,31,960
52,32,1074
52,33,1218
52,34,988
52,35,483
52,36,581
52,37,515
52,38,485
52,39,992
52,40,315
52,41,1765
52,42,2006
52,43,297
52,44,1344
52,45,1190
52,46,2198
52,47,1902
52,48,1606
52,49,1714
52,50,1487
52,51,1670
52,53,1415
52,54,1430
52,55,1392
52,56,981
52,57,761
52,58,778
52,59,188
52,60,1530
52,61,822
52,62,723
52,63,1272
52,64,980
52,65,1614
52,66,1615
52,67,1680
53,1,11001
53,2,8911
53,3,9557
53,4,8707
53,5,8942
53,6,8709
53,7,3081
53,8,7640
53,9,6579
53,10,7160
53,11,7355
53,12,9068
53,13,7928
53,14,5038
53,15,10006
53,16,10786
53,17,8237
53,18,8227
53,19,8097
53,20,7580
53,21,8887
53,22,8565
53,23,7068
53,24,9158
53,25,7841
53,26,7812
53,27,8138
53,28,8478
53,29,7506
53,30,1246
53,31,2053
53,32,398
53,33,1051
53,34,1720
53,35,1545
53,36,904
53,37,1752
53,38,1748
53,39,905
53,40,1382
53,41,611
53,42,1541
53,43,1414
53,44,714
53,45,1149
53,46,783
53,47,649
53,48,1121
53,49,3121
53,50,2901
53,51,2247
53,52,1415
53,54,268
53,55,1526
53,56,2263
53,57,2114
53,58,945
53,59,1458
53,60,1335
53,61,911
53,62,1209
53,63,2650
53,64,2262
53,65,532
53,66,2051
53,67,634
54,1,11049
54,2,8966
54,3,9610
54,4,8756
54,5,8947
54,6,8740
54,7,3118
54,8,7611
54,9,6538
54,10,7094
54,11,7292
54,12,9089
54,13,7953
54,14,5180
54,15,10131
54,16,10888
54,17,8135
54,18,8127
54,19,8014
54,20,7660
54,21,9009
54,22,8686
54,23,7278
54,24,9275
54,25,7940
54,26,7910
54,27,8129
54,28,8562
54,29,7565
54,30,1274
54,31,1947
54,32,565
54,33,832
54,34,1880
54,35,1639
54,36,994
54,37,1695
54,38,1697
54,39,1104
54,40,1337
54,41,863
54,42,1808
54,43,1484
54,44,467
54,45,1371
54,46,834
54,47,487
54,48,1383
54,49,3144
54,50,2910
54,51,2447
54,52,1430
54,53,268
54,55,1752
54,56,2342
54,57,2167
54,58,1101
54,59,1439
54,60,1584
54,61,1075
54,62,1359
54,63,2696
54,64,2341
54,65,281
54,66,1839
54,67,383
55,1,9899
55,2,7814
55,3,8459
55,4,7642
55,5,8069
55,6,7722
55,7,4042
55,8,8692
55,9,7699
55,10,8360
55,11,8542
55,12,9870
55,13,8736
55,14,5329
55,15,10202
55,16,11102
55,17,9542
55,18,9525
55,19,9340
55,20,8123
55,21,9141
55,22,8836
55,23,6741
55,24,9432
55,25,8273
55,26,8245
55,27,9097
55,28,8968
55,29,8165
55,30,1290
55,31,2350
55,32,1198
55,33,2173
55,34,626
55,35,1004
55,36,1054
55,37,1902
55,38,1868
55,39,670
55,40,1657
55,41,1315
55,42,763
55,43,1113
55,44,2032
55,45,381
55,46,2064
55,47,2170
55,48,626
55,49,2468
55,50,2367
55,51,768
55,52,1392
55,53,1526
55,54,1752
55,56,1475
55,57,1526
55,58,784
55,59,1575
55,60,335
55,61,777
55,62,681
55,63,1957
55,64,1475
55,65,2032
55,66,2915
55,67,2134
56,1,8742
56,2,6650
56,3,7296
56,4,6449
56,5,6745
56,6,6468
56,7,5263
56,8,9886
56,9,8836
56,10,9423
56,11,9618
56,12,11220
56,13,10077
56,14,6789
56,15,11677
56,16,12575
56,17,10475
56,18,10468
56,19,10354
56,20,9553
56,21,10614
56,22,10308
56,23,8157
56,24,10905
56,25,9726
56,26,9698
56,27,10357
56,28,10414
56,29,9561
56,30,1095
56,31,1486
56,32,1873
56,33,2194
56,34,849
56,35,722
56,36,1360
56,37,1149
56,38,1110
56,39,1526
56,40,1242
56,41,2436
56,42,2236
56,43,857
56,44,2318
56,45,1531
56,46,3025
56,47,2827
56,48,1988
56,49,997
56,50,900
56,51,1235
56,52,981
56,53,2263
56,54,2342
56,55,1475
56,57,268
56,58,1373
56,59,1084
56,60,1769
56,61,1419
56,62,1136
56,63,483
56,64,1
56,65,2558
56,66,2395
56,67,2633
57,1,8889
57,2,6802
57,3,7447
57,4,6595
57,5,6846
57,6,6596
57,7,5157
57,8,9753
57,9,8692
57,10,9261
57,11,9458
57,12,11135
57,13,9991
57,14,6784
57,15,11708
57,16,12588
57,17,10285
57,18,10280
57,19,10179
57,20,9515
57,21,10631
57,22,10321
57,23,8257
57,24,10920
57,25,9709
57,26,9680
57,27,10242
57,28,10388
57,29,9503
57,30,897
57,31,1222
57,32,1736
57,33,1955
57,34,913
57,35,623
57,36,1214
57,37,881
57,38,842
57,39,1455
57,40,996
57,41,2348
57,42,2271
57,43,702
57,44,2104
57,45,1514
57,46,2889
57,47,2648
57,48,1976
57,49,1033
57,50,868
57,51,1414
57,52,761
57,53,2114
57,54,2167
57,55,1526
57,56,268
57,58,1277
57,59,840
57,60,1790
57,61,1325
57,62,1071
57,63,538
57,64,267
57,65,2367
57,66,2127
57,67,2437
58,1,10105
58,2,8010
58,3,8658
58,4,7815
58,5,8114
58,6,7841
58,7,3892
58,8,8516
58,9,7473
58,10,8078
58,11,8270
58,12,9859
58,13,8716
58,14,5557
58,15,10519
58,16,11366
58,17,9176
58,18,9165
58,19,9026
58,20,8249
58,21,9422
58,22,9106
58,23,7259
58,24,9706
58,25,8459
58,26,8430
58,27,8984
58,28,9128
58,29,8228
58,30,622
58,31,1706
58,32,550
58,33,1392
58,34,780
58,35,658
58,36,278
58,37,1279
58,38,1254
58,39,214
58,40,962
58,41,1071
58,42,1252
58,43,605
58,44,1288
58,45,464
58,46,1667
58,47,1575
58,48,832
58,49,2311
58,50,2130
58,51,1371
58,52,778
58,53,945
58,54,1101
58,55,784
58,56,1373
58,57,1277
58,59,928
58,60,805
58,61,48
58,62,264
58,63,1808
58,64,1372
58,65,1368
58,66,2152
58,67,1463
59,1,9628
59,2,7557
59,3,8196
59,4,7339
59,5,7508
59,6,7309
59,7,4537
59,8,9045
59,9,7967
59,10,8500
59,11,8701
59,12,10521
59,13,9382
59,14,6413
59,15,11388
59,16,12206
59,17,9482
59,18,9479
59,19,9396
59,20,9027
59,21,10280
59,22,9961
59,23,8187
59,24,10558
59,25,9272
59,26,9242
59,27,9567
59,28,9921
59,29,8963
59,30,306
59,31,785
59,32,1150
59,33,1115
59,34,1173
59,35,665
59,36,699
59,37,351
59,38,329
59,39,1141
59,40,158
59,41,1860
59,42,2171
59,43,484
59,44,1290
59,45,1358
59,46,2237
59,47,1894
59,48,1760
59,49,1720
59,50,1476
59,51,1853
59,52,188
59,53,1458
59,54,1439
59,55,1575
59,56,1084
59,57,840
59,58,928
59,60,1701
59,61,968
59,62,901
59,63,1315
59,64,1084
59,65,1594
59,66,1434
59,67,1651
60,1,10232
60,2,8148
60,3,8793
60,4,7977
60,5,8402
60,6,8058
60,7,3709
60,8,8358
60,9,7368
60,10,8034
60,11,8215
60,12,9538
60,13,8403
60,14,5021
60,15,9920
60,16,10808
60,17,9226
60,18,9207
60,19,9017
60,20,7802
60,21,8849
60,22,8541
60,23,6523
60,24,9139
60,25,7961
60,26,7933
60,27,8762
60,28,8653
60,29,7837
60,30,1399
60,31,2486
60,32,1069
60,33,2120
60,34,926
60,35,1217
60,36,1081
60,37,2045
60,38,2015
60,39,620
60,40,1756
60,41,1025
60,42,488
60,43,1281
60,44,1923
60,45,345
60,46,1786
60,47,1960
60,48,302
60,49,2766
60,50,2648
60,51,1080
60,52,1530
60,53,1335
60,54,1584
60,55,335
60,56,1769
60,57,1790
60,58,805
60,59,1701
60,61,778
60,62,812
60,63,2252
60,64,1769
60,65,1862
60,66,2949
60,67,1965
61,1,10149
61,2,8054
61,3,8701
61,4,7859
61,5,8161
61,6,7886
61,7,3845
61,8,8471
61,9,7429
61,10,8036
61,11,8228
61,12,9812
61,13,8668
61,14,5510
61,15,10472
61,16,11319
61,17,9138
61,18,9126
61,19,8985
61,20,8201
61,21,9375
61,22,9059
61,23,7219
61,24,9658
61,25,8411
61,26,8382
61,27,8938
61,28,9080
61,29,8179
61,30,663
61,31,1744
61,32,518
61,33,1395
61,34,810
61,35,706
61,36,303
61,37,1320
61,38,1295
61,39,174
61,40,998
61,41,1023
61,42,1218
61,43,653
61,44,1278
61,45,442
61,46,1625
61,47,1545
61,48,793
61,49,2359
61,50,2179
61,51,1387
61,52,822
61,53,911
61,54,1075
61,55,777
61,56,1419
61,57,1325
61,58,48
61,59,968
61,60,778
61,62,302
61,63,1856
61,64,1418
61,65,1344
61,66,2173
61,67,1441
62,1,9853
62,2,7757
62,3,8405
62,4,7564
62,5,7881
62,6,7596
62,7,4130
62,8,8765
62,9,7726
62,10,8336
62,11,8527
62,12,10085
62,13,8942
62,14,5723
62,15,10667
62,16,11531
62,17,9440
62,18,9428
62,19,9287
62,20,8445
62,21,9579
62,22,9266
62,23,7331
