InputID,TargetID,Distância km
10,5,15821
10,6,15769
10,7,4353
10,8,963
10,9,785
10,11,207
10,12,2777
10,13,2183
10,14,4588
10,15,5390
10,16,5421
10,17,1355
10,18,1312
10,19,1004
10,20,3246
10,21,4714
10,22,4544
10,23,6519
10,24,4737
10,25,3740
10,26,3729
10,27,1624
10,28,3669
10,29,2752
10,30,8367
10,31,8752
10,32,7552
10,33,7484
10,34,8799
10,35,8704
10,36,8063
10,37,8681
10,38,8697
10,39,7969
10,40,8373
10,41,7083
10,42,7784
10,43,8570
10,44,7221
10,45,8087
10,46,6411
10,47,6617
10,48,7735
10,49,10220
10,50,9970
10,51,9111
10,52,8519
10,53,7160
10,54,7094
10,55,8360
10,56,9423
10,57,9261
10,58,8078
10,59,8500
10,60,8034
10,61,8036
10,62,8336
10,63,9789
10,64,9422
10,65,6908
10,66,8012
10,67,6849
11,1,18312
11,2,16257
11,3,16898
11,4,16040
11,5,16028
11,6,15975
11,7,4525
11,8,821
11,9,904
11,10,207
11,12,2600
11,13,2067
11,14,4661
11,15,5245
11,16,5249
11,17,1259
11,18,1212
11,19,860
11,20,3179
11,21,4602
11,22,4444
11,23,6509
11,24,4613
11,25,3664
11,26,3655
11,27,1460
11,28,3555
11,29,2683
11,30,8566
11,31,8957
11,32,7747
11,33,7688
11,34,8988
11,35,8899
11,36,8258
11,37,8884
11,38,8900
11,39,8159
11,40,8575
11,41,7270
11,42,7957
11,43,8766
11,44,7423
11,45,8273
11,46,6603
11,47,6816
11,48,7916
11,49,10421
11,50,10172
11,51,9290
11,52,8718
11,53,7355
11,54,7292
11,55,8542
11,56,9618
11,57,9458
11,58,8270
11,59,8701
11,60,8215
11,61,8228
11,62,8527
11,63,9988
11,64,9618
11,65,7108
11,66,8219
11,67,7050
12,1,18378
12,2,17316
12,3,17795
12,4,17262
12,5,17934
12,6,17490
12,7,5988
12,8,1844
12,9,2866
12,10,2777
12,11,2600
12,13,1144
12,14,4776
12,15,2779
12,16,2652
12,17,3046
12,18,2991
12,19,2629
12,20,2010
12,21,2489
12,22,2489
12,23,5328
12,24,2371
12,25,2190
12,26,2204
12,27,1170
12,28,1613
12,29,1773
12,30,10310
12,31,10969
12,32,9417
12,33,9677
12,34,10438
12,35,10518
12,36,9936
12,37,10781
12,38,10785
12,39,9695
12,40,10426
12,41,8789
12,42,9149
12,43,10439
12,44,9345
12,45,9709
12,46,8286
12,47,8666
12,48,9273
12,49,12166
12,50,11964
12,51,10511
12,52,10482
12,53,9068
12,54,9089
12,55,9870
12,56,11220
12,57,11135
12,58,9859
12,59,10521
12,60,9538
12,61,9812
12,62,10085
12,63,11668
12,64,11219
12,65,8977
12,66,10401
12,67,8946
13,1,18018
13,2,16343
13,3,16913
13,4,16242
13,5,16805
13,6,16414
13,7,4847
13,8,1254
13,9,1986
13,10,2183
13,11,2067
13,12,1144
13,14,3751
13,15,3243
13,16,3438
13,17,2964
13,18,2904
13,19,2476
13,20,1280
13,21,2535
13,22,2387
13,23,4790
13,24,2555
13,25,1688
13,26,1686
13,27,806
13,28,1488
13,29,847
13,30,9169
13,31,9847
13,32,8275
13,33,8559
13,34,9299
13,35,9374
13,36,8793
13,37,9647
13,38,9651
13,39,8552
13,40,9290
13,41,7645
13,42,8023
13,43,9296
13,44,8220
13,45,8569
13,46,7146
13,47,7537
13,48,8136
13,49,11023
13,50,10821
13,51,9389
13,52,9341
13,53,7928
13,54,7953
13,55,8736
13,56,10077
13,57,9991
13,58,8716
13,59,9382
13,60,8403
13,61,8668
13,62,8942
13,63,10524
13,64,10076
13,65,7848
13,66,9315
13,67,7821
14,1,14403
14,2,12594
14,3,13165
14,4,12504
14,5,13193
14,6,12714
14,7,2540
14,8,4299
14,9,3816
14,10,4588
14,11,4661
14,12,4776
14,13,3751
14,15,4977
14,16,5810
14,17,5920
14,18,5871
14,19,5486
14,20,2847
14,21,3868
14,22,3550
14,23,2722
14,24,4149
14,25,2946
14,26,2918
14,27,4378
14,28,3649
14,29,3003
14,30,6133
14,31,7087
14,32,5272
14,33,5979
14,34,5946
14,35,6171
14,36,5726
14,37,6745
14,38,6733
14,39,5355
14,40,6377
14,41,4553
14,42,4568
14,43,6161
14,44,5592
14,45,5271
14,46,4369
14,47,4935
14,48,4809
14,49,7786
14,50,7652
14,51,5861
14,52,6307
14,53,5038
14,54,5180
14,55,5329
14,56,6789
14,57,6784
14,58,5557
14,59,6413
14,60,5021
14,61,5510
14,62,5723
14,63,7270
14,64,6789
14,65,5208
14,66,6957
14,67,5231
15,1,15633
15,2,15486
15,3,15621
15,4,15602
15,5,16657
15,6,16013
15,7,7171
15,8,4428
15,9,5216
15,10,5390
15,11,5245
15,12,2779
15,13,3243
15,14,4977
15,16,983
15,17,5825
15,18,5770
15,19,5402
15,20,2703
15,21,1124
15,22,1448
15,23,3855
15,24,879
15,25,2286
15,26,2315
15,27,3796
15,28,1874
15,29,3026
15,30,11106
15,31,12059
15,32,10248
15,33,10901
15,34,10828
15,35,11111
15,36,10699
15,37,11722
15,38,11710
15,39,10312
15,40,11353
15,41,9530
15,42,9443
15,43,11118
15,44,10519
15,45,10201
15,46,9304
15,47,9837
15,48,9740
15,49,12665
15,50,12567
15,51,10605
15,52,11278
15,53,10006
15,54,10131
15,55,10202
15,56,11677
15,57,11708
15,58,10519
15,59,11388
15,60,9920
15,61,10472
15,62,10667
15,63,12159
15,64,11677
15,65,10129
15,66,11836
15,67,10138
16,1,15929
16,2,16223
16,3,16239
16,4,16376
16,5,17421
16,6,16799
16,7,7840
16,8,4471
16,9,5407
16,10,5421
16,11,5249
16,12,2652
16,13,3438
16,14,5810
16,15,983
16,17,5592
16,18,5543
16,19,5227
16,20,3264
16,21,1961
16,22,2267
16,23,4838
16,24,1670
16,25,2949
16,26,2978
16,27,3799
16,28,2360
16,29,3469
16,30,11935
16,31,12834
16,32,11057
16,33,11623
16,34,11726
16,35,11979
16,36,11528
16,37,12528
16,38,12519
16,39,11165
16,40,12157
16,41,10347
16,42,10339
16,43,11971
16,44,11248
16,45,11074
16,46,10055
16,47,10557
16,48,10612
16,49,13570
16,50,13453
16,51,11540
16,52,12109
16,53,10786
16,54,10888
16,55,11102
16,56,12575
16,57,12588
16,58,11366
16,59,12206
16,60,10808
16,61,11319
16,62,11531
16,63,13058
16,64,12575
16,65,10858
16,66,12508
16,67,10857
17,1,18490
17,2,16907
17,3,17469
17,4,16654
17,5,16301
17,6,16460
17,7,5613
17,8,1799
17,9,2139
17,10,1355
17,11,1259
17,12,3046
17,13,2964
17,14,5920
17,15,5825
17,16,5592
17,18,60
17,19,492
17,20,4208
17,21,5404
17,22,5309
17,23,7658
17,24,5349
17,25,4649
17,26,4646
17,27,2183
17,28,4381
17,29,3723
17,30,9390
17,31,9614
17,32,8635
17,33,8406
17,34,9929
17,35,9772
17,36,9125
17,37,9614
17,38,9636
17,39,9091
17,40,9342
17,41,8238
17,42,9017
17,43,9618
17,44,8192
17,45,9242
17,46,7526
17,47,7648
17,48,8924
17,49,11180
17,50,10914
17,51,10305
17,52,9527
17,53,8237
17,54,8135
17,55,9542
17,56,10475
17,57,10285
17,58,9176
17,59,9482
17,60,9226
17,61,9138
17,62,9440
17,63,10795
17,64,10474
17,65,7920
17,66,8778
17,67,7848
18,1,18535
18,2,16920
18,3,17489
18,4,16668
18,5,16332
18,6,16481
18,7,5586
18,8,1740
18,9,2096
18,10,1312
18,11,1212
18,12,2991
18,13,2904
18,14,5871
18,15,5770
18,16,5543
18,17,60
18,19,433
18,20,4149
18,21,5345
18,22,5250
18,23,7600
18,24,5292
18,25,4590
18,26,4586
18,27,2123
18,28,4322
18,29,3664
18,30,9384
18,31,9618
18,32,8624
18,33,8406
18,34,9916
18,35,9763
18,36,9117
18,37,9614
18,38,9636
18,39,9078
18,40,9339
18,41,8222
18,42,8995
18,43,9611
18,44,8188
18,45,9226
18,46,7512
18,47,7640
18,48,8906
18,49,11179
18,50,10914
18,51,10287
18,52,9522
18,53,8227
18,54,8127
18,55,9525
18,56,10468
18,57,10280
18,58,9165
18,59,9479
18,60,9207
18,61,9126
18,62,9428
18,63,10791
18,64,10467
18,65,7913
18,66,8787
18,67,7843
19,1,18773
19,2,16924
19,3,17535
19,4,16685
19,5,16478
19,6,16550
19,7,5351
19,8,1309
19,9,1764
19,10,1004
19,11,860
19,12,2629
19,13,2476
19,14,5486
19,15,5402
19,16,5227
19,17,492
19,18,433
19,20,3716
19,21,4936
19,22,4833
19,23,7168
19,24,4893
19,25,4160
19,26,4156
19,27,1703
19,28,3906
19,29,3231
19,30,9282
19,31,9587
19,32,8492
19,33,8347
19,34,9761
19,35,9641
19,36,8995
19,37,9553
19,38,9572
19,39,8926
19,40,9262
19,41,8052
19,42,8778
19,43,9497
19,44,8107
19,45,9057
19,46,7362
19,47,7531
19,48,8717
19,49,11110
19,50,10851
19,51,10096
19,52,9428
19,53,8097
19,54,8014
19,55,9340
19,56,10354
19,57,10179
19,58,9026
19,59,9396
19,60,9017
19,61,8985
19,62,9287
19,63,10700
19,64,10353
19,65,7814
19,66,8792
19,67,7749
20,1,16756
20,2,15307
20,3,15807
20,4,15257
20,5,16026
20,6,15511
20,7,4580
20,8,2429
20,9,2797
20,10,3246
20,11,3179
20,12,2010
20,13,1280
20,14,2847
20,15,2703
20,16,3264
20,17,4208
20,18,4149
20,19,3716
20,21,1687
20,22,1424
20,23,3510
20,24,1844
20,25,512
20,26,495
20,27,2085
20,28,906
20,29,496
20,30,8776
20,31,9606
20,32,7881
20,33,8369
20,34,8726
20,35,8893
20,36,8377
20,37,9332
20,38,9327
20,39,8062
20,40,8962
20,41,7193
20,42,7372
20,43,8851
20,44,8000
20,45,8022
20,46,6826
20,47,7306
20,48,7566
20,49,10540
20,50,10378
20,51,8695
20,52,8952
20,53,7580
20,54,7660
20,55,8123
20,56,9553
20,57,9515
20,58,8249
20,59,9027
20,60,7802
20,61,8201
20,62,8445
20,63,10026
20,64,9552
20,65,7611
20,66,9244
20,67,7605
21,1,15905
21,2,15196
21,3,15493
21,4,15248
21,5,16249
21,6,15616
21,7,6053
21,8,3787
21,9,4399
21,10,4714
21,11,4602
21,12,2489
21,13,2535
21,14,3868
21,15,1124
21,16,1961
21,17,5404
21,18,5345
21,19,4936
21,20,1687
21,22,324
21,23,3135
21,24,296
21,25,1215
21,26,1242
21,27,3239
21,28,1047
21,29,2092
21,30,10001
21,31,10940
21,32,9136
21,33,9777
21,34,9765
21,35,10026
21,36,9594
21,37,10610
21,38,10599
21,39,9218
21,40,10240
21,41,8420
21,42,8378
21,43,10024
21,44,9395
21,45,9119
21,46,8181
21,47,8713
21,48,8657
21,49,11609
21,50,11495
21,51,9586
21,52,10175
21,53,8887
21,54,9009
21,55,9141
21,56,10614
21,57,10631
21,58,9422
21,59,10280
21,60,8849
21,61,9375
21,62,9579
21,63,11097
21,64,10614
21,65,9005
21,66,10713
21,67,9014
22,1,15937
22,2,15076
22,3,15414
22,4,15111
22,5,16085
22,6,15464
22,7,5731
22,8,3640
22,9,4184
22,10,4544
22,11,4444
22,12,2489
22,13,2387
22,14,3550
22,15,1448
22,16,2267
22,17,5309
22,18,5250
22,19,4833
22,20,1424
22,21,324
22,23,2970
22,24,599
22,25,930
22,26,954
22,27,3129
22,28,930
22,29,1860
22,30,9683
22,31,10618
22,32,8816
22,33,9454
22,34,9460
22,35,9714
22,36,9276
22,37,10290
22,38,10279
22,39,8903
22,40,9920
22,41,8101
22,42,8073
22,43,9709
22,44,9071
22,45,8808
22,46,7858
22,47,8389
22,48,8346
22,49,11304
22,50,11186
22,51,9293
22,52,9857
22,53,8565
22,54,8686
22,55,8836
22,56,10308
22,57,10321
22,58,9106
22,59,9961
22,60,8541
22,61,9059
22,62,9266
22,63,10791
22,64,10308
22,65,8681
22,66,10389
22,67,8690
23,1,13258
23,2,12114
23,3,12491
23,4,12142
23,5,13119
23,6,12494
23,7,5195
23,8,5860
23,9,5865
23,10,6519
23,11,6509
23,12,5328
23,13,4790
23,14,2722
23,15,3855
23,16,4838
23,17,7658
23,18,7600
23,19,7168
23,20,3510
23,21,3135
23,22,2970
23,24,3401
23,25,3168
23,26,3160
23,27,5593
23,28,3726
23,29,3965
23,30,7881
23,31,8957
23,32,7172
23,33,8110
23,34,7344
23,35,7734
23,36,7500
23,37,8538
23,38,8513
23,39,7045
23,40,8206
23,41,6481
23,42,6037
23,43,7802
23,44,7738
23,45,6851
23,46,6576
23,47,7177
23,48,6427
23,49,9086
23,50,9053
23,51,6973
23,52,8033
23,53,7068
23,54,7278
23,55,6741
23,56,8157
23,57,8257
23,58,7259
23,59,8187
23,60,6523
23,61,7219
23,62,7331
23,63,8617
23,64,8158
23,65,7393
23,66,9116
23,67,7445
24,1,16009
24,2,15420
24,3,15688
24,4,15484
24,5,16498
24,6,15861
24,7,6295
24,8,3793
24,9,4473
24,10,4737
24,11,4613
24,12,2371
24,13,2555
24,14,4149
24,15,879
24,16,1670
24,17,5349
24,18,5292
24,19,4893
24,20,1844
24,21,296
24,22,599
24,23,3401
24,25,1410
24,26,1438
24,27,3212
24,28,1087
24,29,2206
24,30,10281
24,31,11211
24,32,9413
24,33,10036
24,34,10057
24,35,10313
24,36,9874
24,37,10887
24,38,10876
24,39,9502
24,40,10516
24,41,8698
24,42,8670
24,43,10309
24,44,9655
24,45,9407
24,46,8445
24,47,8971
24,48,8945
24,49,11900
24,50,11785
24,51,9881
24,52,10455
24,53,9158
24,54,9275
24,55,9432
24,56,10905
24,57,10920
24,58,9706
24,59,10558
24,60,9139
24,61,9658
24,62,9865
24,63,11388
24,64,10905
24,65,9265
24,66,10963
24,67,9272
25,1,16417
25,2,15157
25,3,15606
25,4,15136
25,5,15990
25,6,15429
25,7,4908
25,8,2894
25,9,3308
25,10,3740
25,11,3664
25,12,2190
25,13,1688
25,14,2946
25,15,2286
25,16,2949
25,17,4649
25,18,4590
25,19,4160
25,20,512
25,21,1215
25,22,930
25,23,3168
25,24,1410
25,26,30
25,27,2488
25,28,717
25,29,992
25,30,9008
25,31,9886
25,32,8122
25,33,8677
25,34,8887
25,35,9090
25,36,8604
25,37,9588
25,38,9581
25,39,8264
25,40,9217
25,41,7419
25,42,7513
25,43,9064
25,44,8301
25,45,8201
25,46,7106
25,47,7611
25,48,7740
25,49,10721
25,50,10576
25,51,8802
25,52,9184
25,53,7841
25,54,7940
25,55,8273
25,56,9726
25,57,9709
25,58,8459
25,59,9272
25,60,7961
25,61,8411
25,62,8640
25,63,10205
25,64,9726
25,65,7911
25,66,9582
25,67,7911
26,1,16412
26,2,15140
26,3,15592
26,4,15118
26,5,15968
26,6,15409
26,7,4878
26,8,2887
26,9,3292
26,10,3729
26,11,3655
26,12,2204
26,13,1686
26,14,2918
26,15,2315
26,16,2978
26,17,4646
26,18,4586
26,19,4156
26,20,495
26,21,1242
26,22,954
26,23,3160
26,24,1438
26,25,30
26,27,2487
26,28,742
26,29,979
26,30,8979
26,31,9856
26,32,8093
26,33,8648
26,34,8859
26,35,9061
26,36,8575
26,37,9558
26,38,9551
26,39,8235
26,40,9187
26,41,7390
26,42,7485
26,43,9035
26,44,8271
26,45,8172
26,46,7076
26,47,7581
26,48,7712
26,49,10693
26,50,10547
26,51,8774
26,52,9155
26,53,7812
26,54,7910
26,55,8245
26,56,9698
26,57,9680
26,58,8430
26,59,9242
26,60,7933
26,61,8382
26,62,8611
26,63,10177
26,64,9698
26,65,7881
26,66,9552
26,67,7882
27,1,18769
27,2,16872
27,3,17491
27,4,16727
27,5,17075
27,6,16816
27,7,5095
27,8,675
27,9,1718
27,10,1624
27,11,1460
27,12,1170
27,13,806
27,14,4378
27,15,3796
27,16,3799
27,17,2183
27,18,2123
27,19,1703
27,20,2085
27,21,3239
27,22,3129
27,23,5593
27,24,3212
27,25,2488
27,26,2487
27,28,2204
27,29,1634
27,30,9382
27,31,9950
27,32,8506
27,33,8656
27,34,9625
27,35,9640
27,36,9029
27,37,9801
27,38,9810
27,39,8838
27,40,9460
27,41,7926
27,42,8419
27,43,9540
27,44,8343
27,45,8891
27,46,7356
27,47,7683
27,48,8480
27,49,11258
27,50,11035
27,51,9791
27,52,9549
27,53,8138
27,54,8129
27,55,9097
27,56,10357
27,57,10242
27,58,8984
27,59,9567
27,60,8762
27,61,8938
27,62,9225
27,63,10780
27,64,10357
27,65,7991
27,66,9321
27,67,7950
28,1,16855
28,2,15809
28,3,16216
28,4,15806
28,5,16692
28,6,16116
28,7,5486
28,8,2740
28,9,3386
28,10,3669
28,11,3555
28,12,1613
28,13,1488
28,14,3649
28,15,1874
28,16,2360
28,17,4381
28,18,4322
28,19,3906
28,20,906
28,21,1047
28,22,930
28,23,3726
28,24,1087
28,25,717
28,26,742
28,27,2204
28,29,1155
28,30,9665
28,31,10509
28,32,8773
28,33,9275
28,34,9579
28,35,9766
28,36,9264
28,37,10229
28,38,10224
28,39,8937
28,40,9859
28,41,8079
28,42,8211
28,43,9732
28,44,8905
28,45,8885
28,46,7728
28,47,8212
28,48,8426
28,49,11407
28,50,11253
28,51,9510
28,52,9841
28,53,8478
28,54,8562
28,55,8968
28,56,10414
28,57,10388
28,58,9128
28,59,9921
28,60,8653
28,61,9080
28,62,9317
28,63,10891
28,64,10414
28,65,8516
28,66,10149
28,67,8511
29,1,17171
29,2,15576
29,3,16116
29,4,15501
29,5,16181
29,6,15717
29,7,4453
29,8,1937
29,9,2327
29,10,2752
29,11,2683
29,12,1773
29,13,847
29,14,3003
29,15,3026
29,16,3469
29,17,3723
29,18,3664
29,19,3231
29,20,496
29,21,2092
29,22,1860
29,23,3965
29,24,2206
29,25,992
29,26,979
29,27,1634
29,28,1155
29,30,8726
29,31,9500
29,32,7827
29,33,8237
29,34,8753
29,35,8880
29,36,8335
29,37,9253
29,38,9252
29,39,8049
29,40,8887
29,41,7160
29,42,7427
29,43,8823
29,44,7877
29,45,8034
29,46,6737
29,47,7185
29,48,7586
29,49,10535
29,50,10356
29,51,8775
29,52,8901
29,53,7506
29,54,7565
29,55,8165
29,56,9561
29,57,9503
29,58,8228
29,59,8963
29,60,7837
29,61,8179
29,62,8437
29,63,10025
29,64,9561
29,65,7493
29,66,9072
29,67,7479
30,1,9776
30,2,7693
30,3,8336
30,4,7482
30,5,7697
30,6,7471
30,7,4322
30,8,8878
30,9,7809
30,10,8367
30,11,8566
30,12,10310
30,13,9169
30,14,6133
30,15,11106
30,16,11935
30,17,9390
30,18,9384
30,19,9282
30,20,8776
30,21,10001
30,22,9683
30,23,7881
30,24,10281
30,25,9008
30,26,8979
30,27,9382
30,28,9665
30,29,8726
30,31,1088
30,32,899
30,33,1144
30,34,958
30,35,490
30,36,407
30,37,657
30,38,632
30,39,836
30,40,367
30,41,1589
30,42,1866
30,43,286
30,44,1225
30,45,1055
30,46,2028
30,47,1752
30,48,1454
30,49,1877
30,50,1656
30,51,1645
30,52,176
30,53,1246
30,54,1274
30,55,1290
30,56,1095
30,57,897
30,58,622
30,59,306
30,60,1399
30,61,663
30,62,609
30,63,1422
30,64,1094
30,65,1470
30,66,1655
30,67,1542
31,1,9355
31,2,7337
31,3,7959
31,4,7103
31,5,7141
31,6,7018
31,7,5047
31,8,9384
31,9,8290
31,10,8752
31,11,8957
31,12,10969
31,13,9847
31,14,7087
31,15,12059
31,16,12834
31,17,9614
31,18,9618
31,19,9587
31,20,9606
31,21,10940
31,22,10618
31,23,8957
31,24,11211
31,25,9886
