Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Espírito Santo,Aeroporto Internacional Ninoy Aquino,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,18954,408.37254545454545
Espírito Santo,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10125,218.14772727272725
Espírito Santo,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,14196,305.8592727272727
Espírito Santo,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,8939,192.59481818181817
Espírito Santo,Aeroporto de Helsinque,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10786,232.38927272727273
Espírito Santo,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,7429,160.06118181818184
Espírito Santo,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,9636,207.612
Espírito Santo,Aeroporto de Estocolmo-Arlanda,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10404,224.15890909090908
Espírito Santo,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,7667,165.189
Espírito Santo,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,8925,192.29318181818184
Goiás,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9980,215.02363636363634
Goiás,Aeroporto Internacional de Suvarnabhumi,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,16914,364.4198181818182
Goiás,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,18002,387.8612727272727
Goiás,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8794,189.47072727272726
Goiás,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8949,192.81027272727275
Goiás,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,7284,156.9370909090909
