Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Distrito Federal,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,16964,365.5
Distrito Federal,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,14282,307.71
Distrito Federal,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,17075,367.89
Distrito Federal,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9722,209.46
Distrito Federal,Aeroporto de Estocolmo-Arlanda,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,10259,221.03
Distrito Federal,Aeroporto Internacional de Kuala Lumpur (Sepang),Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,16851,363.06
Distrito Federal,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18104,390.06
Distrito Federal,Aeroporto de Schiphol (Amsterdã),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9116,196.41
Distrito Federal,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9159,197.33
Distrito Federal,Aeroporto Internacional Ninoy Aquino,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,19040,410.23
Distrito Federal,Aeroporto de Barcelona-El Prat (Espanha),Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8227,177.25
Distrito Federal,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17825,384.05
Distrito Federal,Aeroporto de Helsinque,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,10641,229.27
Distrito Federal,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,7522,162.06
Distrito Federal,Aeroporto Internacional de Incheon,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,17663,380.56
Distrito Federal,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17856,384.72
Distrito Federal,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9593,206.69
Distrito Federal,Aeroporto de Praga,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9582,206.45
Distrito Federal,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8706,187.57
Distrito Federal,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,10100,217.61
Espírito Santo,Aeroporto Internacional de Suvarnabhumi,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,16828,362.57
Espírito Santo,Aeroporto de Zurique,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,8985,193.59
Espírito Santo,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Vitória,18478,398.12
Espírito Santo,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,8863,190.96
Espírito Santo,Aeroporto Adolfo Suárez Madrid-Barajas,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,7892,170.04
Espírito Santo,Aeroporto Internacional de Nursultan Nazarbayev,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,13365,287.96
Espírito Santo,Aeroporto de Toulouse-Blagnac (França),Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,8287,178.55
Espírito Santo,Aeroporto Internacional de Penang (Penang),Aeroporto Internacional do Recife,Aeroporto Internacional de Vitória,16538,356.32
Espírito Santo,Aeroporto de Bruxelas,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,9142,196.97
Espírito Santo,Aeroporto Internacional Soekarno-Hatta (Jacarta),Aeroporto Internacional do Recife,Aeroporto Internacional de Vitória,16948,365.15
Espírito Santo,Aeroporto Internacional de Hong Kong,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,17934,386.4
Espírito Santo,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,10014,215.76
Espírito Santo,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,18419,396.85
Espírito Santo,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,17109,368.62
Espírito Santo,Aeroporto Internacional de Pyongyang Sunan,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,17602,379.24
Espírito Santo,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Vitória,16882,363.73
Espírito Santo,Aeroporto Internacional de Kuala Lumpur (Sepang),Aeroporto Internacional do Recife,Aeroporto Internacional de Vitória,16658,358.9
Espírito Santo,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,18018,388.21
Espírito Santo,Aeroporto de Schiphol (Amsterdã),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,9261,199.53
Espírito Santo,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,9304,200.46
Espírito Santo,Aeroporto de Istambul,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,10001,215.48
Espírito Santo,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Vitória,18301,394.3
Espírito Santo,Aeroporto de Barcelona-El Prat (Espanha),Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,8141,175.4
Espírito Santo,Aeroporto Internacional de Incheon,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,17808,383.68
Espírito Santo,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Vitória,18332,394.97
Espírito Santo,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,9507,204.83
Espírito Santo,Aeroporto Internacional Don Mueang,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,16810,362.18
Espírito Santo,Aeroporto de Praga,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,9496,204.6
Espírito Santo,Aeroporto de Roma-Fiumicino,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,8828,190.2
Espírito Santo,Aeroporto Internacional Ngurah Rai (Bali),Aeroporto Internacional do Recife,Aeroporto Internacional de Vitória,17685,381.03
Espírito Santo,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,8851,190.7
Espírito Santo,Aeroporto Internacional Ninoy Aquino,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,18954,408.37
Espírito Santo,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10125,218.15
Espírito Santo,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,14196,305.86
Espírito Santo,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,8939,192.59
Espírito Santo,Aeroporto de Helsinque,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10786,232.39
Espírito Santo,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,7429,160.06
Espírito Santo,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Vitória,9636,207.61
Espírito Santo,Aeroporto de Estocolmo-Arlanda,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,10404,224.16
Espírito Santo,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,7667,165.19
Espírito Santo,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Vitória,8925,192.29
Goiás,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9980,215.02
Goiás,Aeroporto Internacional de Suvarnabhumi,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,16914,364.42
Goiás,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,18002,387.86
Goiás,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8794,189.47
Goiás,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8949,192.81
Goiás,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,7284,156.94
Goiás,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8780,189.17
Goiás,Aeroporto de Toulouse-Blagnac (França),Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8373,180.4
Goiás,Aeroporto Internacional de Penang (Penang),Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,16731,360.48
Goiás,Aeroporto Internacional de Hong Kong,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18020,388.25
Goiás,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,10100,217.61
Goiás,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18505,398.7
Goiás,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,16964,365.5
Goiás,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,14282,307.71
Goiás,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,17075,367.89
Goiás,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9722,209.46
Goiás,Aeroporto Internacional de Kuala Lumpur (Sepang),Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,16851,363.06
Goiás,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18104,390.06
Goiás,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9159,197.33
Goiás,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17825,384.05
Goiás,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,7522,162.06
Goiás,Aeroporto Internacional de Incheon,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,17663,380.56
Goiás,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17856,384.72
Goiás,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9593,206.69
Goiás,Aeroporto Internacional Don Mueang,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,16896,364.03
Goiás,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8706,187.57
Goiás,Aeroporto de Roma-Fiumicino,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8914,192.06
Mato Grosso,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Várzea Grande,9830,211.79
